,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Species
1066,13-Dec-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Coffee Head,Surfing,M,39,Laceration to big toe,-
1067,12-Dec-2009,2009.0,Boating,AUSTRALIA,New South Wales,Hawks Nest Beach,Rowing,-,-,No injury to occupants; shark bit steering oar,White shark
1068,05-Dec-2009,2009.0,Provoked,USA,New Jersey,"Adventure Aquarium, Camden",Diving,M,58,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,"Sandtiger shark, 8'"
1069,25-Nov-2009,2009.0,Invalid,USA,California,"Huntington Beach, Orange County",Surfing,M,49,Puncture wounds to right foot,Shark involvement not confirmed
1070,24-Nov-2009,2009.0,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",Wading,M,10,Left foot bitten,6' shark
1071,16-Nov-2009,2009.0,Unprovoked,USA,California,"Loch Lomond, Marin County",Fishing,M,31,Puncture wounds and minor lacerations to dorsal surface of his left hand,Thresher shark
1072,16-Nov-2009,2009.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,22,Foot bitten,-
1073,13-Nov-2009,2009.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,F,27,Foot bitten,-
1074,11-Nov-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Foot bitten,4' shark
1075,08-Nov-2009,2009.0,Unprovoked,AUSTRALIA,South Australia,Second Valley,Kayaking,M,25,Ankle bitten,2 m shark
1076,05-Nov-2009,2009.0,Unprovoked,USA,California,"Davenport, Santa Cruz County",Surfing,M,21,"No injury, board broken in half",-
1077,30-Oct-2009,2009.0,Boating,AUSTRALIA,Victoria,Portland,Kayaking,M,27,"No injury, shark bit kayak","White shark, 4m"
1078,Reported 29-Oct-2009,2009.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Off Vilanculo,Spearfishing,M,-,Left ankle & foot bitten,Zambesi shark
1079,28-Oct-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Lennox Heads,Paddle-boarding,F,17,"No injury, shark bit rear of paddleboard",-
1080,24-Oct-2009,2009.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Surfing,M,-,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",-
1081,19-Oct-2009,2009.0,Unprovoked,USA,Hawaii,"Kalama Park, Maui",Surfing,M,54,Bitten on upper right thigh & right ankle,6' to 8' shark
1082,18-Oct-2009,2009.0,Unprovoked,PANAMA,Bocas,Playa La Cabaña ,Wading,F,10,Arm & torso bitten,-
1083,17-Oct-2009,2009.0,Provoked,SCOTLAND,Fife,Deep Sea World Aquarium,Diving,M,23,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT ,Angel shark
1084,Reported 14-Oct-2009,2009.0,Unprovoked,AUSTRALIA,Western Australia,-,Diving,M,23,Severe lacerations to lower right leg,"Bull shark, 10'"
1085,09-Oct-2009,2009.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,-,Laceration to shin of left leg,-
1086,02-Oct-2009,2009.0,Provoked,UNITED KINGDOM,Devon,Mewstone Rock,Fishing,M,39,Injury to forearm from shark's spine PROVOKED INCIDENT ,Spurdog
1087,26-Sep-2009,2009.0,Unprovoked,USA,Florida,"Key Colony Beach, Monroe County",Swimming,M,-,Laceration to right foot,"Bull shark, 8'"
1088,18-Sep-2009,2009.0,Unprovoked,VIETNAM,-,-,-,M,-,Lower right leg bitten,-
1089,15-Sep-2009,2009.0,Provoked,SOMALIA,-,300 miles off the coast ,Fishing,M,-,Arm bitten PROVOKED INCIDENT ,-
1090,13-Sep-2009,2009.0,Provoked,BRAZIL,Pernambuco,"Piedade, Recife",-,M,34,Cause of death was drowning; his remains were scavenged by sharks,-
1091,12-Sep-2009,2009.0,Invalid,USA,North Carolina,"Corolla, Currituck County",Swimming,M,60,FATAL,Shark involvement prior to death not confirmed
1092,07-Sep-2009,2009.0,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife","Swimming, attempting to rescue a girl  believed to be drowning",M,15,FATAL,-
1093,02-Sep-2009,2009.0,Invalid,NEVIS,-,Castle Beach,Swimming,M,-,Death was due to drowning. Two days later his remains were recovered from a 12' tiger shark,Invalid
1094,01-Sep-2009,2009.0,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,"Kirakira, Makira Island (formerly San Cristobal)",Fishing,M,-,Injuries to face & neck PROVOKED INCIDENT,-
1095,30-Aug-2009,2009.0,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,-,No injury,4' shark
1096,29-Aug-2009,2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Glentana,Surfing,M,25,FATAL,White shark
1097,25-Aug-2009,2009.0,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,F,22,Puncture wounds to left foot & calf,"White shark, 5' to 6' juvenile "
1098,11-Aug-2009,2009.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Alkantstrand ,Body boarding,M,-,"No injury, shark bit bodyboard","White shark, 2m"
1099,10-Aug-2009,2009.0,Unprovoked,USA,Florida,"Ponce, Volusia County",Swimming,M,26,Puncture marks on left foot,-
1100,06-Aug-2009,2009.0,Unprovoked,USA,Hawaii,Kawa'a ,Surfing,M,-,"No injury, surfboard bitten","Tiger shark, 12"
1101,01-Aug-2009,2009.0,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",Wade Fishing,M,56,Right ankle & foot bitten,Bull shark?
1102,31-July-2009,2009.0,Unprovoked,BAHAMAS,Abaco Islands,Spanish Cay,Spearfishing,M,14,Lacerations to calf,Bull shark
1103,30-Jul-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,14,Left forearm grazed & puncture marks in wetsuit,-
1104,29-Jul-2009,2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,F,41,Foot bitten,-
1105,Reported 24-Jul-2009,2009.0,Unprovoked,KENYA,Mombasa,Likoni Channel,Washing his feet,M,-,FATAL,-
1106,24-Jul-2009,2009.0,Unprovoked,USA,Texas,South Padre Island,Wading,F,14,Lacerations to anterior left lower leg,-
1107,24-Jul-2009,2009.0,Invalid,SPAIN,Catalunya,Sant Salvador,Swimming,F,11,Laceration to left foot,Shark involvement questionable
1108,22-Jul-2009,2009.0,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,F,26,Laceration to left foot,-
1109,22-Jul-2009,2009.0,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,19,Laceration to lower right leg,-
1110,18-Jul-2009,2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,M,57,Severe bite to right leg,-
1111,11-Jul-2009,2009.0,Provoked,BAHAMAS,-,-,Spearfishing,M,-,Leg bitten by shark that had been shot in the head by another diver PROVOKED INCIDENT,"Caribbean reef shark, 6'"
1112,11-Jul-2009,2009.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Paddle-surfing,M,-,"No injury, shark collided with surfer & board",5' shark
1113,07-Jul-2009,2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,M,37,Leg bitten,-
1114,05-Jul-2009,2009.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Boogie Boarding,F,12,Right ankle bitten,-
1115,04-Jul-2009,2009.0,Provoked,USA,Florida,"Biscayne National Park, Miami",Swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,"Nurse shark, 6'"
1116,27-Jun-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,52,2-inch laceration to upper left arm,"Thought to involve a Bronze whale shark, 2m"
1117,21-Jun-2009,2009.0,Invalid,USA,California,"Shell Beach, San Luis Obispo County",Surfing,M,26,Puncture wounds to foot,Shark involvement not confirmed
1118,16-Jun-2009,2009.0,Invalid,USA,Florida,"Melbourne Beach, Brevard County",Crawling,M,14,2-inch laceration to upper left arm,"Shark involvement probable, but not confirmed"
1119,Reported 14-Jun-2009,2009.0,Provoked,VIETNAM,-,-,Fishing for sharks,M,-,Hand bitten by hooked shark PROVOKED INCIDENT,White shark
1120,02-Jun-2009,2009.0,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Scuba diving,M,-,Lacerations to left hand,Oceanic whitetip shark
1121,02-Jun-2009,2009.0,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Scuba diving,M,-,3 cm laceration to shoulder,Oceanic whitetip shark
1122,01-Jun-2009,2009.0,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Snorkeling,F,50,FATAL,"Oceanic whitetip shark, 2.5 to 3m"
1123,31-May-2009,2009.0,Provoked,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13  ,Fishing,M,46,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,80 kg shark
1124,25-May-2009,2009.0,Provoked,USA,Florida,"Clearwater Beach, Pinellas County",Swimming,M,-,Right foot bitten,5' to 8' shark
1125,17-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Lacerations to left leg & foot,blacktip or spinner shark
1126,16-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,Lacerations to right foot,blacktip or spinner shark
1127,16-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,55,Lacerations to right hand,blacktip or spinner shark
1128,12-May-2009,2009.0,Provoked,GUAM,North Region,Ritidian Point,Spearfishing,M,27,Speared shark bit his forearm PROVOKED INCIDENT,"Blacktip shark, 4'"
1129,06-Mar-2009,2009.0,Provoked,BAHAMAS,Exuma Islands,-,Spearfishing,M,48,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT ,7' shark
1130,28-Apr-2009,2009.0,Unprovoked,USA,Florida,"St. Augustine, St. John's County",-,F,-,Multiple lacerations to right foot & ankle,-
1131,Reported 25-Apr-2009,2009.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,-,No injury,-
1132,21-Apr-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,3 puncture wounds to posterior right ankle,-
1133,20-Apr-2009,2009.0,Unprovoked,PHILIPPINES,Batangas province,Mabini,Swimming,M,23,Legs bitten,-
1134,19-Apr-2009,2009.0,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",Surfing,M,52,Left foot bitten,-
1135,17-Apr-2009,2009.0,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,M,31,Laceration to forearm,2' to 3' shark
1136,11-Apr-2009,2009.0,Invalid,USA,Hawaii,Kona,Spearfishing,M,49,Missing,Shark involvement not confirmed
1137,12-Apr-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Fingal Bay,Surf skiing ,M,40,"No injury, catapulted into the water & ski damage",2' to 3' shark
1138,06-Apr-2009,2009.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,M,24,Body not recovered,Shark involvement not confirmed
1139,06-Apr-2009,2009.0,Unprovoked,USA,California,San Diego County,Spearfishing,M,-,Shark struck him but the diver was not injured,"White shark, 12' to 15' female"
1140,03-Apr-2009,2009.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,15,Lacerations to right foot and ankle,-
1141,27-Mar-2009,2009.0,Provoked,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,Fishing ,M,59,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,Raggedtooth shark
1142,21-Mar-2009,2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,16,FATAL,-
1143,20-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,Surfing,M,17,"Laceration to right foot, puncture wounds to calf",Bronze whaler shark?
1144,19-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,South Broulee,Surfing,M,-,"No injury, shark damaged surfboard",-
1145,19-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Bateman's Bay,Surfing,F,-,"No injury, shark bit nose of surfboard",-
1146,18-Mar-2009,2009.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,F,17,Minor bite to ankle,3' to 4' shark
1147,Reported 17-Mar-2009,2009.0,Unprovoked,MALAYSIA,Strait of Malacca,Pulau Payar Island,Feeding fish,F,-,Minor injury,Blacktip reef shark pup
1148,17-Mar-2009,2009.0,Unprovoked,USA,Hawaii,Alenuihaha Channel,Swimming,M,61,"Minor injury, bite chest and left calf",Thought to involve a cookie cutter shark
1149,Reported 16-Mar-2009,2009.0,Provoked,AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",Wading,M,21,Thigh bitten when he trod on the shark PROVOKED INCIDENT,"Wobbegong shark, 60cm"
1150,06-Mar-2009,2009.0,Unprovoked,NEW CALEDONIA,South Province,Bourail,Surfing,M,19,FATAL,-
1151,02-Mar-2009,2009.0,Provoked,SOUTH AFRICA,Western Cape Province,Off Cape Point,Fishing,M,40,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,"Blue shark, 1m"
1152,01-Mar-2009,2009.0,Boatomg,NEW ZEALAND,North Island,Taranaki,Fishing,M,-,"No injury to occupants, shark bit propeller",-
1153,01-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Avalon,Surfing,M,15,Lacerations to leg,2.6 m shark
1154,22-Feb-2009,2009.0,Unprovoked,AUSTRALIA,Queensland,Batt Reef,Fishing,M,-,Severe laceration to finger,-
1155,18-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,-,"No injury to surfer, but the nose of his board was broken",-
1156,12-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",Surfing,M,33,Severe injury to hand ,"White shark, 2.5m "
1157,11-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour","Diving, but on the surface when bitten by the shark",M,31,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,"Bull shark, 2.7 m "
1158,08-Feb-2009,2009.0,Sea Disaster,USA,Puerto Rico,Quebradillas,Air Disaster,M,-,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,-
1159,07-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Cellito Beach,Surfing,M,41,"No injury, surfboard dented","White shark, 12' "
1160,07-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Sandon,Surfing,M,-,"No injury, flung from surfboard by the shark",-
1161,Reported 27-Jan-2009,2009.0,Provoked,AZORES,-,Onboard the fishing vessel Nuevo Cedes ,Fishing,M,49,Left forearm bitten PROVOKED INCIDENT,-
1162,Reported 26-Jan-2009,2009.0,Invalid,BRAZIL,-,Praia do Olho d'Aqua,-,M,17,Probable drowning with post-mortem bites,Shark involvement prior to death was not confirmed
1163,25-Jan-2009,2009.0,Unprovoked,CUBA,Guantanamo Province,Guantanamo Bay,Spearfishing,M,15,Severe lacerations to lower left leg,Bull shark
1164,24-Jan-2009,2009.0,Boat,NEW ZEALAND,North Island,Alderman Islands,Fishing,-,-,"No injury to occupant, shark removed small auxiliary outboard motor",-
1165,24-Jan-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",Swimming,M,19,Hand injured,-
1166,24-Jan-2009,2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming,M,25,FATAL,Tiger shark
1167,23-Jan-2009,2009.0,Invalid,BRAZIL,Maranhão,Olho d'Água ,Swimming,M,17,"Drowned, body scavenged by shark",Invalid
1168,18-Jan-2009,2009.0,Boat,AUSTRALIA,Victoria,Off Tower Hill,Fishing,M,-,"No injury to occupants, shark bit propeller","White shark, 5.5 m "
1169,16-Jan-2009,2009.0,Unprovoked,NEW ZEALAND,South Island,Karitane Beach,Surfing,M,-,"No injury, bumped off board by the shark",-
1170,Reported 13-Jan-2009,2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Shark Alley, off Gansbaai",-,-,-,FATAL,White sharks
1171,12-Jan-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Windang,       Lake Illawara",Snorkeling,M,24,Puncture wounds to right calf,"Dusky shark, 2m"
1172,11-Jan-2009,2009.0,Unprovoked,AUSTRALIA,Tasmania,Binalong Bay,Surfing,F,13,Severe lacerations to right leg,"White shark, 5m"
1173,11-Jan-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Fingal Beach,Surfing,M,31,Left thigh severely bitten,"White shark, 3.5m"
1174,    10-Jan-2009,2009.0,Boat,NEW ZEALAND,North Island,Hawkes Bay,Fishing,-,-,"No injury to occupants, shark hit boat & bit outboard motor","Mako shark, 3m"
1175,10-Jan-2009,2009.0,Unprovoked,ECUADOR,Galapagos Islands,Isla Isabella,Surfing,M,22,Right lower leg bitten & defense wounds to hand,-
1176,06-Jan-2009,2009.0,Unprovoked,NEW ZEALAND,North Island,Haumoana ,Swimming,M,49,Posterior thigh bitten,Broadnose sevengill shark
1177,Jan-2009,2009.0,Unprovoked,CUBA,Guantanamo Province,Guantanamo,Spearfishing,-,-,Lacerations to right calf,Bull shark
1178,30-Dec-2008,2008.0,Invalid,AUSTRALIA,Western Australia,Port Kennedy Beach,Crabbing,-,-,"Reports said a shark attacked the dinghy, but Vickery said it did not",No shark involvement
1179,27-Dec-2008,2008.0,Boating,AUSTRALIA,Tasmania,near Schouten Island,Yacht race,-,-,No injury to occupants -  shark became entangled in aft rudder,2 m shark
1180,27-Dec-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,Seal Rocks,Boogie Boarding,M,10,"No injury, shark tore his swim fin",-
1181,27-Dec-2008,2008.0,Boating,AUSTRALIA,New South Wales,"Long Reef, north of Sydney",Kayaking,M,29,"No injury, shark struck kayak, catapulting him into the water","White shark, 4m to 5m "
1182,27-Dec-2008,2008.0,Unprovoked,AUSTRALIA,Western Australia,Port Kennedy Beach,Snorkeling,M,51,FATAL,4 to 5m white shark
1183,20-Dec-2008,2008.0,Boating,USA,California,"Dillon Beach, Marin County",Kayaking,M,-,"No injury, shark struck paddle",White shark
1184,14-Dec-2008,2008.0,Unprovoked,NEW ZEALAND,North Island,Maraetai,Fishing,M,-,Lacerations to left calf and ankle,Bronze whaler shark?
1185,10-Dec-2008,2008.0,Provoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,M,15,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ","Raggedtooth shark, 2m"
1186,06-Dec-2006,2008.0,Boating,AUSTRALIA,New South Wales,Mowarry Point,Fishing,-,-,Shark bit boats sea anchor,"White shark, 4.5 to 5 m "
1187,Dec-2008,2008.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Chidenguele,Spearfishing,M,-,FATAL,Zambesi shark?
1188,28-Nov-2008,2008.0,Unprovoked,EGYPT,Red Sea,Elphinstone Reef,Scuba diving,F,-,Lacerations to fingers,Oceanic whitetip shark
1189,25-Nov-2008,2008.0,Sea Disaster,PHILIPPINES,Batanes Provine,Luzon Strait,Sinking of the cargo ship Mark Jason,M,-,"Of the 20 crew, 4 were bitten by shark. None of their iinjuries were life-threatening",-
1190,24-Nov-2008,2008.0,Unprovoked,ECUADOR,Galapagos Islands,Santa Cruz,-,F,-,Leg bitten,-
1191,09-Nov-2008,2008.0,Boating,AUSTRALIA,South Australia,North Haven,Fishing,M,-,"No injury to occupant, shark bit dinghy & motor",Bronze whaler shark
1192,09-Nov-2008,2008.0,Sea Disaster,TAIWAN,-,50 miles off Kaohsiung,Fishing boat swamped in storm,M,45,FATAL,-
1193,06-Nov-2008,2008.0,Unprovoked,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",Fishing,M,39,Torso & righ arm bitten FATAL,-
1194,22-Oct-2008,2008.0,Provoked,AUSTRALIA,New South Wales,"Oceanworld, Manley",Scuba diving,M,34,Small laceration to head from captive shark,"Grey nurse shark, 3m"
1195,21-Oct-2008,2008.0,Unprovoked,NEW CALEDONIA,-,-,Spearfishing,M,24,Legs bitten,Lemon shark
1196,12-Oct-2008,2008.0,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing,M,50,Right leg injured by hook and hooked shark PROVOKED INCIDENT," reef shark, 1.8m"
1197,11-Oct-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Surfing,M,15,"No injury, board damaged",-
1198,08-Oct-2008,2008.0,Unprovoked,USA,Florida,"Santa Rosa Beach, Walton County",Fishing,M,11,Lacerations,-
1199,06-Oct-2008,2008.0,Unprovoked,CROATIA," Split-Dalmatia Count,","Smokvina Bay, Vis Island",Spearfishing,M,43,Calf bitten,5 m white shark
1200,28-Sep-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,44,Small puncture wounds to the heel of left foot,-
1201,28-Sep-2008,2008.0,Unprovoked,USA,Florida,Bethune Beach,Surfing,M,40,Right foot bitten,+3' shark
1202,15-Sep-2008,2008.0,Provoked,AUSTRALIA,Northern Territory,Near Croker Island,Swimming,M,43,Right hand lacerated by netted shark PROVOKED INCIDENT,Bronze whaler shark
1203,14-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ormond-by-the-Sea, Volusia County",Swimming,M,32,Lacerations to foot,2' to 3' juvenile shark
1204,09-Sep-2008,2008.0,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,M,40,Bitten on right thigh & calf,Tiger shark
1205,08-Sep-2008,2008.0,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,-,"No injury to surfer, board bitten","White shark, 14' to 16' "
1206,07-Sep-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",Surfing,M,51,Shark became tangled in his surfboard leash. The surfer was not injured,3 m shark
1207,06-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,43,Minor injury to foot,-
1208,06-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to foot,-
1209,01-Sep-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Shark bumped right ankle,4' shark
1210,Sep-2008,2008.0,Unprovoked,USA,Florida,Hutchinson Island,Surfing,M,-,Right hand bitten,-
1211,30-Aug-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,29,"No injury, bumped off board by the shark",-
1212,30-Aug-2008,2008.0,Invalid,USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i ",Swimming,M,27,Death was probably due to drowning,Shark involvement not confirmed
1213,30-Aug-2008,2008.0,Provoked,ENGLAND,North Devon, Lundy Island,Fishing,M,52,Wrist bitten by hooked shark PROVOKED INCIDENT,Blue shark
